q1_named_function,q1_score,q2_measurable_outcome,q2_score,q3_tense,q3_score,classification_score,classification,justification,passage_id,firm,year,page_number,tier,source_document,source_type,llm_model,passage_text,validation_sample,human_label,agreement
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application area (deploying Generative AI into various workstreams as part of an efficiency reset in 2025) with current deployment language, but lacks measurable outcomes or metrics tied to the AI initiatives specifically.",775a90ca,HelloFresh,2025,47,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"HelloFresh is well positioned to take advantage from structural shift in consumer behavior: rising demands towards healthy and high-quality food consumption, personalized nutrition options, as well as the transition towards more sustainable food choices. By leveraging our established competitive adv",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application area (deploying Generative AI into various workstreams as part of an efficiency reset) and describes current implementation in 2025, but lacks specific metrics, timelines, or quantified outcomes tied to the AI initiatives.",8c03e74d,HelloFresh,2025,47,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"By leveraging our established competitive advantages (See SECTION 1.1.2), HelloFresh sees a number of concrete high likelihood, high impact long term growth opportunities: Strategic rationalization: profitability as an asset In 2025, we more forcefully transitioned to an ""efficiency reset"" phase by ",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application area (deploying Generative AI into various workstreams for cost/efficiency) and references current deployment activity, but lacks specific metrics, quantified targets, or named workstreams to reach Substantive classification.",f50ddf77,HelloFresh,2025,47,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"We do so by rationalizing our production footprint, increasing labor productivity and addressing overhead personnel inefficiencies, as well as by implementing additional initiatives, especially stemming from our efforts of deploying Generative AI into various workstreams. We are structurally lowerin",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"The passage references AI only as a vague macroeconomic structural factor ('increasing scale of investment related to artificial intelligence') without naming any specific business function, application, or deployment — the measurable figures relate to GDP projections, not AI outcomes.",88edefa2,HelloFresh,2025,48,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In the United Kingdom, GDP growth is projected at approximately 1.4%–1.6% in 2026, reflecting easing inflation and improving real income dynamics, partly offset by weak productivity growth2,3. In Australia, economic growth is expected to remain moderate at approximately 2.0%–2.3% in 2026, supported ",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"The passage references AI only as a macroeconomic force driving capital expenditure and productivity growth in general terms, with no specific business function or deployment described, and all AI-related statements are forward-looking expectations rather than current implementation.",ed8271d0,HelloFresh,2025,48,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In Australia, economic growth is expected to remain moderate at approximately 2.0%–2.3% in 2026, supported by population growth and domestic demand, while constrained by high household indebtedness and exposure to global trade developments2,3. A key structural factor influencing the macroeconomic en",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage discusses AI only as a macroeconomic phenomenon in general terms, naming no specific business function or application, providing no measurable outcomes or timelines, and framing all statements as future expectations rather than current deployments.",a0f066ce,HelloFresh,2025,48,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"A key structural factor influencing the macroeconomic environment is the increasing scale of investment related to artificial intelligence. AI-related capital expenditure is expected to remain an important driver of business investment and productivity growth, particularly in the United States1,2. H",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific function (employee AI confidence/capability training via a global program initiated in 2025) with a current deployment signal, but lacks measurable outcomes or metrics, making it transitional rather than substantive.",d0774cae,HelloFresh,2025,134,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"For example, by introducing the ""Nutri-score"" in the German market and expanding our ""High in Protein"" and ""Veggie-Packed"" recipes across all International markets, we help our customers to make healthier choices that fit their lifestyles. Empowering our Workforce Finally, our team's creativity and ",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific function (employee AI training program initiated in 2025 with learning pathways and workshops) and uses mixed tense, but lacks any measurable outcomes such as number of employees trained, completion rates, or confidence metrics.",49ef2b90,HelloFresh,2025,134,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Empowering our Workforce Finally, our team's creativity and skill are the foundation of our performance. To further enhance their capabilities, we initiated a global program in 2025, aimed at increasing employee confidence in leveraging new technologies, particularly Artificial Intelligence. By prov",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific function (employee AI training program with learning pathways and workshops, initiated in 2025) and is currently underway, but lacks any measurable outcomes such as participation numbers, completion rates, or confidence metrics.",5809a7f4,HelloFresh,2025,134,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"To further enhance their capabilities, we initiated a global program in 2025, aimed at increasing employee confidence in leveraging new technologies, particularly Artificial Intelligence. By providing clear learning pathways and hands-on workshops, we are ensuring our workforce is ready for the chal",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application (GenAI Literacy training) and references a current strategic action taken in 2025, but lacks measurable outcomes or metrics to substantiate the initiative.",2b32f47c,HelloFresh,2025,144,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,Interests and Views of Stakeholders Our stakeholder engagement strategy is designed to foster open dialogue and collaboration with a variety of actors to incorporate a diversity of perspectives into our business model and strategy. Our engagements highlighted several key themes and led to specific a,no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application (GenAI Literacy training) and references a current strategic action taken in 2025, but lacks measurable outcomes or metrics to substantiate the initiative.",f3b7d118,HelloFresh,2025,144,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Our engagements highlighted several key themes and led to specific actions in 2025. Employee engagement emphasized the importance of training and equitable career development, which led to a strategic prioritization of Change Management and Generative AI (GenAI) Literacy. Annual Report 2025 144 Hell",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific application (GenAI Literacy training as part of employee development) and implies current strategic action ('led to a strategic prioritization'), but provides no measurable outcomes, metrics, or timelines to substantiate the initiative.",d22ccb98,HelloFresh,2025,144,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Employee engagement emphasized the importance of training and equitable career development, which led to a strategic prioritization of Change Management and Generative AI (GenAI) Literacy. Annual Report 2025 144 HelloFresh Group",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific function (GenAI Literacy / Global AI Strategy for upskilling salaried employees), references a measurable timeline (launched in 2025, program conducted twice in 2025), and describes current deployed activity.",c5890438,HelloFresh,2025,186,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"The program aims to promote knowledge and skills sharing, provide opportunities for senior employees to develop leadership skills, create spaces for role models from traditionally unrepresented groups, and enable productive relationships through a proactive learning culture. The program was conducte",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific initiative (Global AI Strategy / GenAI Literacy program) targeting a defined audience (salaried employees), provides a measurable timeline detail (conducted twice in 2025, launched in 2025), and describes a currently deployed program alongside aspirational objectives.",27aba67c,HelloFresh,2025,186,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"The program was conducted twice in 2025. GenAI Literacy In 2025, we launched a Global AI Strategy initiative that focuses on upskilling our salaried employees across functions on the fundamentals of Artificial Intelligence (AI). The objective is to cultivate an AI-literate organization capable of id",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names specific initiatives (Global AI Strategy, GenAI Self-Assessment, Proficiency Framework) launched in 2025 for a defined function (employee upskilling), with current deployment evidence, but lacks measurable outcomes such as participation rates, completion targets, or timelines.",f31af4f6,HelloFresh,2025,186,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"GenAI Literacy In 2025, we launched a Global AI Strategy initiative that focuses on upskilling our salaried employees across functions on the fundamentals of Artificial Intelligence (AI). The objective is to cultivate an AI-literate organization capable of identifying and implementing AI-driven effi",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific governance function (Generative AI Policy with General Counsel accountability) and describes it as currently established, but provides no measurable outcomes, metrics, or timelines, limiting it to transitional rather than substantive classification.",d67ad8af,HelloFresh,2025,202,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,The HelloFresh General Counsel has accountability for governance and implementation of the policy. Due regard was given to the protection of our customers' and employee data in the development of each of the aforementioned policies. Generative Artificial Intelligence Policy Our Generative Artificial,no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific governance function (Generative AI Policy with data security rules) and describes a currently established policy, but lacks any measurable outcomes, metrics, or timelines to elevate it to Substantive.",8021bc8a,HelloFresh,2025,202,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Due regard was given to the protection of our customers' and employee data in the development of each of the aforementioned policies. Generative Artificial Intelligence Policy Our Generative Artificial Intelligence Policy establishes the HelloFresh Group's principles for responsible use of AI, balan",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage describes a currently established, named policy (Generative AI Policy) with specific governance requirements such as data security prohibitions and human oversight mandates, but lacks measurable outcomes or performance metrics.",d72ee30c,HelloFresh,2025,202,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Generative Artificial Intelligence Policy Our Generative Artificial Intelligence Policy establishes the HelloFresh Group's principles for responsible use of AI, balancing innovation with compliance and security. Specifically on data security, the policy prohibits the upload of sensitive, personal, o",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific compliance policy function for Generative AI, references a measurable outcome (6,473 employees completing training by end of 2025), and describes currently implemented Group-wide policies, though the AI reference itself is limited to policy governance rather than operational deployment.",6f5d7403,HelloFresh,2025,210,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Employees in functions-at-risk of corruption and bribery are required to complete dedicated comprehensive training pathways as part of their annual compliance training, including modules on anti-corruption and ethical trading. By the end of 2025, a total of 6,473 employees successfully completed the",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific compliance policy function covering Generative AI, provides a measurable outcome (6,473 employees completing training by end of 2025), and describes currently implemented, deployed policies and training programs.",522da4a2,HelloFresh,2025,210,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"By the end of 2025, a total of 6,473 employees successfully completed the basic compliance training. In addition to our Code of Ethics, we have implemented further Group-wide compliance policies specifying our standards and expectations regarding ethical trading, anti-corruption and bribery, competi",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific function (Generative AI compliance policy and employee training) and describes current implementation, but provides no measurable outcomes, metrics, or timelines to substantiate impact.",da158643,HelloFresh,2025,210,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In addition to our Code of Ethics, we have implemented further Group-wide compliance policies specifying our standards and expectations regarding ethical trading, anti-corruption and bribery, competition laws, capital market compliance, information security, and Generative Artificial Intelligence. U",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific AI application (customer service automation), references measurable outcomes and timelines (10pm Netherlands, 9pm UK cut-off times, 24/7 service), and combines current deployed features (order tracking, calendar reminders) with active experimentation in AI-driven automation.",b185751c,Moonpig,2021,9,tier1,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,The already market-leading cut-off times so that customers can re-platforming has supported a faster and more reliable site now order as late as 10pm in the Netherlands and 9pm in and enabled an acceleration in the collection and use of data the UK for same day dispatch. We introduced enhanced such ,no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific functions (customer service automation, order-tracking, calendar reminders) with a concrete measurable outcome (50 million reminders by 30 April 2021), while AI-driven automation is described as current experimentation alongside deployed features.",e7266c85,Moonpig,2021,9,tier1,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,"We introduced enhanced such as reminders to personalise the customer experience. order-tracking features across our entire gifting range and are experimenting with artificial intelligence driven customer Calendar reminders remain a key tool for customer retention, service automation, to give custome",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific functions (AI-driven customer service automation, calendar reminders for retention), provides a measurable outcome (50 million reminders by 30 April 2021), and combines current deployment with future aspirational goals (hyper-personalised reminder journey).",98660b23,Moonpig,2021,9,tier_1_and_2,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,"order-tracking features across our entire gifting range and are experimenting with artificial intelligence driven customer Calendar reminders remain a key tool for customer retention, service automation, to give customers 24/7 peace of mind. and we worked hard to grow the database of reminders to ov",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific business functions (data-driven personalisation, performance marketing, reminders) with measurable outcomes (27,000 card designs, 37% app penetration of orders in FY21, <24 hour speed to market) and describes both current achievements in FY21 and future strategic priorities, though notably the AI/data-driven elements are implied rather than explicitly labeled as AI.",28d69a77,Moonpig,2021,19,tier_1_and_2,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,"Moonpig Group plc | Annual Report and Accounts 2021 17 Strategic report Corporate governance Financial statements Strategy continued Leading the shift to online Moonpig Group Offline Product range 27,000 card designs sourced through Limited Global Designer Platform Relevance and topicality Speed to ",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While an AI-driven customer function is loosely named, the passage is fragmented and aspirational with no measurable outcomes or evidence of current deployment, reading more like a bullet-point roadmap than a substantive description.",3b721270,Moonpig,2022,26,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,• Enhancements to reminders programme. new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- net,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While AI-driven Customer Relationship Management is named as a specific function, the passage lacks any measurable outcomes or timelines and is framed as a forward-looking programme of intentions rather than deployed activity.",c31dc97e,Moonpig,2022,26,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management.,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific functions like AI-driven CRM and personalised gift recommendations are named, there are no measurable outcomes or timelines, and the language describes planned or ongoing initiatives without evidence of deployed implementation.",561f1c55,Moonpig,2022,26,tier_1_and_2,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management. experience and p,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While an AI-driven customer function is briefly named, the passage is fragmented and forward-looking with no measurable outcomes, timelines, or evidence of current deployment.",9ba1bb8b,Moonpig,2022,27,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,• Enhancements to reminders programme. new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- net,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While AI-driven Customer Relationship Management is named as a specific function, the passage lacks any measurable outcomes or timelines and is framed entirely as a forward-looking programme with no evidence of current deployment.",80ef3ecd,Moonpig,2022,27,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management.,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific functions are named (AI-driven CRM, personalised gift recommendations), there are no measurable outcomes or timelines, and the language is forward-looking and programmatic rather than describing deployed capabilities.",be771e64,Moonpig,2022,27,tier_1_and_2,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management. experience and p,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only as a vague emerging risk being monitored, with no specific business function, measurable outcome, or evidence of any current deployment or application.",06e08cf5,Moonpig,2024,64,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Moonpig Group plc | Annual Report and Accounts 2024 Emerging risks Emerging risks are new or changing risks, for which likelihood and impact are uncertain or unknown, which we believe are not immediate but which may represent a significant future threat. Horizon scanning for emerging risks is perfor",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage mentions AI only as a generic emerging risk being monitored, with no specific business application, measurable outcome, or evidence of current deployment — only vague references to 'opportunities' and future vigilance.",c0cc0179,Moonpig,2024,64,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Horizon scanning for emerging risks is performed as an integral part of the risk management process, with input from risk owners across the business, with review by the Executive Committee and approval by the Board, taking account of advice from the Audit Committee. Examples of emerging risks that w",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage mentions AI only as a vague emerging risk and opportunity with no specific business function, measurable outcome, or evidence of current deployment, focusing entirely on future monitoring and vigilance.",f7501d1d,Moonpig,2024,64,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Examples of emerging risks that we continue to monitor include: • The pace of technological change with regards to Artificial Intelligence. Our current assessment it that this presents significant opportunities, however we remain vigilant with respect to future developments that might impact either ",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage references current AI use in product, operations, and customer experience during FY24, and names specific products (Moonpig Plus, Greetz Plus, Moonpig for Work), but AI is only vaguely mentioned without measurable outcomes or metrics tied to its deployment.",531d4a26,Moonpig,2024,79,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"For FY24, specific examples of alignment with values include: Be Brave is reflected in Raise the Bar is apparent Keep It Simple is reflected Think Team can be the delivery of significant both in the ambitious pace in organisation structure seen in the way all projects including the of operational de",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names specific business functions (Moonpig for Work SME solution, customer experience) and references current/prototype activity, but lacks measurable outcomes or metrics tied to AI use, making it transitional rather than substantive.",7df2f89f,Moonpig,2024,79,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"collaboration across to product, operations, testing our prototype Moonpig and Greetz. technology, customer Moonpig for Work solution experience and the use for SME business-to- of artificial intelligence. employee greeting cards and gifting and the rapid growth of Moonpig in Australia and the Unite",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While a specific business application (SME greeting cards/gifting via Moonpig for Work) is named alongside AI, the AI reference is vague with no measurable outcomes, metrics, or evidence of current deployment.",f0efa9ce,Moonpig,2024,79,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"technology, customer Moonpig for Work solution experience and the use for SME business-to- of artificial intelligence. employee greeting cards and gifting and the rapid growth of Moonpig in Australia and the United States of America. 1 F or FY23 these surveys operated across Moonpig and Greetz; for ",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage only mentions that the Board received training on artificial intelligence with no specific business application, measurable outcome, or detail about what the training covered or how AI is being used in the business.",bc3d76bc,Moonpig,2024,83,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"It oversees the Group’s risk • On an annual basis all Directors complete online compliance training modules and management processes and internal receive an update from the Group’s legal advisers. During the year, the Board received control environment. training on artificial intelligence.",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific governance function (Board training on AI) and is clearly current/past tense, but lacks any measurable outcome, metric, or detail about AI application beyond the training event itself.",a8a09094,Moonpig,2024,83,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"During the year, the Board received control environment. training on artificial intelligence. No additional training needs were identified during the Board’s annual evaluation.",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage only mentions that the Board received training on AI with no additional needs identified, but provides no specific business application, measurable outcome, or substantive detail about what the AI training covered or how AI is being used.",c8e14327,Moonpig,2024,83,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,training on artificial intelligence. No additional training needs were identified during the Board’s annual evaluation. • Received regular corporate governance updates and an update on culture and values.,no,,
NO,0,YES,1,CURRENT,1,2,Transitional,"The passage confirms AI training was delivered to the Board during FY24 (current, with a timeline), but describes only a governance/education activity rather than a specific business application or deployment of AI technology.",892b64ae,Moonpig,2024,103,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"All Directors are required to complete our annual compliance training modules covering a range of subjects including anti-bribery and anti-corruption, anti-money laundering, data protection and anti-modern slavery. Additional training is available on request, where appropriate, so that Directors can",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage only mentions that Board training on AI was delivered in FY24, with no specific business application, use case, or measurable outcome described — AI is referenced solely as a topic of governance education.",00b389ab,Moonpig,2024,103,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Additional training is available on request, where appropriate, so that Directors can update their skills and knowledge as applicable. During FY24, the Board requested training on artificial intelligence, which was delivered during the year. No other training needs were identified during this year’s",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific function (Board training on AI delivered in FY24) and confirms it occurred, but provides no measurable outcomes, content details, or metrics about the training's scope or impact.",3ac7e2b9,Moonpig,2024,103,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"During FY24, the Board requested training on artificial intelligence, which was delivered during the year. No other training needs were identified during this year’s Board evaluation. Board evaluation During the year, the Committee undertook its first externally-facilitated Board evaluation which is",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While a specific application (generative AI's impact on search engine marketing) is named, the passage frames AI entirely as a future risk to monitor rather than a deployed capability, with no measurable outcomes or timelines provided.",f2720840,Moonpig,2025,66,tier1,Moonpig_2025.pdf,annual_report,claude-sonnet-4-6,"Horizon scanning for emerging risks is performed as an integral part of the risk management process, with input from risk owners across the business, review by the Executive Committee and approval by the Board, taking account of advice from the Audit Committee. Examples of emerging risks that we con",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While a specific application (generative AI's impact on search engine marketing) is named, the passage frames it entirely as a future risk being monitored with no measurable outcomes or evidence of current deployment.",e98316b4,Moonpig,2025,66,tier1,Moonpig_2025.pdf,annual_report,claude-sonnet-4-6,"Examples of emerging risks that we continue to monitor include: • The pace of technological change in AI. While current developments present significant opportunities, we remain vigilant to future advancements, such as the impact of generative AI on search engine marketing, that could alter customer",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While a specific application (generative AI impact on search engine marketing) is named, it is framed entirely as a future risk with no measurable outcomes or evidence of current deployment.",c70c2303,Moonpig,2025,66,tier1,Moonpig_2025.pdf,annual_report,claude-sonnet-4-6,"While current developments present significant opportunities, we remain vigilant to future advancements, such as the impact of generative AI on search engine marketing, that could alter customer behaviour or reshape competitive dynamics. • The possibility that physical greeting cards might become le",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific function (Board training on AI delivered in FY25) and confirms it occurred, but provides no measurable outcomes, content details, or metrics about the training's scope or impact.",99cc5981,Moonpig,2025,102,tier1,Moonpig_2025.pdf,annual_report,claude-sonnet-4-6,"All Directors are required to complete our annual compliance training modules covering a range of subjects including anti-bribery and anti-corruption, anti-money laundering, data protection and anti-modern slavery. Additional training is available on request, where appropriate, so that Directors can",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"While the passage confirms AI training was delivered to the Board in FY25, it names no specific AI application or business function and provides no measurable outcomes, making it a vague governance disclosure rather than a substantive AI use case.",8f7bae1c,Moonpig,2025,102,tier1,Moonpig_2025.pdf,annual_report,claude-sonnet-4-6,"Additional training is available on request, where appropriate, so that Directors can update their skills and knowledge as applicable. During FY25, the Board requested training on artificial intelligence, which was delivered during the year. No other training needs were identified during this year’s",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific function (Board training on AI delivered in FY25) and confirms it occurred, but provides no measurable outcomes, content details, or metrics related to the training.",3b81588f,Moonpig,2025,102,tier1,Moonpig_2025.pdf,annual_report,claude-sonnet-4-6,"During FY25, the Board requested training on artificial intelligence, which was delivered during the year. No other training needs were identified during this year’s Board evaluation. Board evaluation During the year, the Committee undertook an internally-facilitated Board evaluation which is descri",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific functions are named (visual search, size and fit optimization, merchandising and marketing), the AI use is entirely future-oriented ('will refine', 'will evaluate') with no measurable outcomes or evidence of current deployment.",72e12cbb,Mytheresa,2021,49,tier_1_and_2,LuxAnnualReport2021.pdf,annual_report,claude-sonnet-4-6,"As we scale, our global data repository grows turning the buying process into a data enhanced science. While we have been able to build our capabilities in house, we will evaluate partnerships, alliances and acquisition opportunities that enable new go-to-market strategies to further our reach and c",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"Although specific applications are named (visual search, size and fit optimization, merchandising and marketing), the language is entirely future-oriented ('will refine,' 'will evaluate') with no measurable outcomes or evidence of current deployment.",f844df97,Mytheresa,2021,49,tier_1_and_2,LuxAnnualReport2021.pdf,annual_report,claude-sonnet-4-6,"While we have been able to build our capabilities in house, we will evaluate partnerships, alliances and acquisition opportunities that enable new go-to-market strategies to further our reach and customer loyalty. Additionally, by leveraging advancements in artificial intelligence and machine learni",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific functions are named (visual search, size and fit optimization, merchandising and marketing), the language is entirely future-tense ('will refine') with no measurable outcomes, timelines, or evidence of current deployment.",f8ed9c06,Mytheresa,2021,49,tier_1_and_2,LuxAnnualReport2021.pdf,annual_report,claude-sonnet-4-6,"Additionally, by leveraging advancements in artificial intelligence and machine learning, we will refine our merchandising and marketing capabilities to incorporate visual search capabilities and enhance our size and fit optimization. 49",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only as a vague future topic area in the context of an executive biography, with no specific application, measurable outcome, or evidence of deployment.",deb705f8,Mytheresa,2021,66,tier1,LuxAnnualReport2021.pdf,annual_report,claude-sonnet-4-6,"Tesla, Inc. in Palo Alto, California, as Vice President Global Supply Chain. Prior to his departure from Tesla in December 2020, he was actively involved in helping to develop future global topics such as mobility, energy, artificial intelligence and Industry 4.0.",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage merely lists AI as one of several broad future topics a biography subject was 'involved in helping to develop,' with no specific application, measurable outcome, or evidence of deployment.",30b63fab,Mytheresa,2021,66,tier1,LuxAnnualReport2021.pdf,annual_report,claude-sonnet-4-6,"in Palo Alto, California, as Vice President Global Supply Chain. Prior to his departure from Tesla in December 2020, he was actively involved in helping to develop future global topics such as mobility, energy, artificial intelligence and Industry 4.0. Previously, Sascha Zahnd worked for six years a",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"AI is mentioned only as a vague future topic area in the context of a board member's biography, with no specific application, measurable outcome, or evidence of deployment.",f30ae20f,Mytheresa,2021,66,tier1,LuxAnnualReport2021.pdf,annual_report,claude-sonnet-4-6,"Prior to his departure from Tesla in December 2020, he was actively involved in helping to develop future global topics such as mobility, energy, artificial intelligence and Industry 4.0. Previously, Sascha Zahnd worked for six years at ETA SA/Swatch Group, where as a member of the Executive Board h",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While specific functions are named (visual search, size and fit optimization, merchandising and marketing), the AI application is entirely future-oriented ('will refine', 'will evaluate') with no measurable outcomes or evidence of current deployment.",dbc0a736,Mytheresa,2022,56,tier_1_and_2,LuxAnnualReport2022.pdf,annual_report,claude-sonnet-4-6,"As we scale, our global data repository grows turning the buying process into a data enhanced science. While we have been able to build our capabilities in house, we will evaluate partnerships, alliances and acquisition opportunities that enable new go-to-market strategies to further our reach and c",no,,
