q1_named_function,q1_score,q2_measurable_outcome,q2_score,q3_tense,q3_score,classification_score,classification,justification,passage_id,firm,year,page_number,tier,source_document,source_type,llm_model,passage_text,validation_sample,human_label,agreement
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage describes a governance restructuring and the creation of a Chief AI Health Officer role, but names no specific AI application or function — only the strategic importance of AI is referenced, triggering automatic Symbolic under criteria (g) and failing Q1.",1c100d6d,DocMorris,2025,17,tier1,DocMorris_2025.pdf,annual_report,claude-sonnet-4-6,"As part of the realignment, DocMorris made further adjustments to its management structures and streamlined the organisation in a targeted manner. At the same time, DocMorris strengthened the strategic importance of artificial intelligence and consolidated all ac- tivities related to the digital hea",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage describes only a governance restructuring — consolidating AI activities under a new executive role (Chief AI Health Officer) — with no named specific AI application or measurable outcome, meeting the automatic Symbolic criteria for governance-only AI language.",f39b5ddd,DocMorris,2025,17,tier1,DocMorris_2025.pdf,annual_report,claude-sonnet-4-6,"At the same time, DocMorris strengthened the strategic importance of artificial intelligence and consolidated all ac- tivities related to the digital health platform on a single platform un- der the responsibility of Executive Board member David Masó, who took on the new role of Chief AI Health Offi",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names specific AI-supported functions currently deployed — content creation, customer service, and data analysis — but describes outcomes only qualitatively ('more accurate forecasts', 'faster problem solving') without any quantified metrics, satisfying Q1 and Q3 but not Q2.",96d0aa7e,DocMorris,2025,18,tier1,DocMorris_2025.pdf,annual_report,claude-sonnet-4-6,"DocMorris | Annual Report 2025 | Segment Germany The use of artificial intelligence further increased productivity in the segments. The targeted use of AI-supported solutions – particu- larly in content creation, customer service and data analysis – has led to sustainable improvements in operational",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although an 'AI assistant' and 'AI First strategy' are mentioned, no specific named AI application or concrete function is described beyond aspirational and strategic framing, and no measurable outcomes are provided, resulting in a score of 1 which falls within the Symbolic range.",8af8f42e,DocMorris,2025,18,tier1,DocMorris_2025.pdf,annual_report,claude-sonnet-4-6,"In this way, DocMorris is consolidating its position as an innovation leader in the market. The continuous increase in efficiency has a clear goal: to increase customer benefit and make the entire service experience future-ori- ented. AI assistant as a guide for the health platform — In the past fi-",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although an 'AI First' strategy and an 'AI assistant' are mentioned, no specific named AI application or concrete function is described beyond aspirational language about transforming treatment pathways and redefining convenience, and no measurable outcomes are provided, resulting in a score of 1 and a Symbolic classification.",b960fd17,DocMorris,2025,18,tier1,DocMorris_2025.pdf,annual_report,claude-sonnet-4-6,"The continuous increase in efficiency has a clear goal: to increase customer benefit and make the entire service experience future-ori- ented. AI assistant as a guide for the health platform — In the past fi- nancial year, DocMorris continued to drive forward its ""AI First"" strategy. DocMorris is tr",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific deployed AI application — the DocMorris health companion AI assistant introduced as a beta in the app in October 2025 — and confirms current deployment, but provides no quantified metrics or measurable outcomes linked to the tool.",82af3b20,DocMorris,2025,18,tier1,DocMorris_2025.pdf,annual_report,claude-sonnet-4-6,"AI assistant as a guide for the health platform — In the past fi- nancial year, DocMorris continued to drive forward its ""AI First"" strategy. DocMorris is transforming treatment pathways into a pre- dictive, AI-supported health platform that completely redefines convenience and digital services for ",no,,
NO,0,YES,1,CURRENT,1,2,Symbolic,"Although financial metrics are present and the tense is current, the AI reference — 'Global Artificial Intelligence' — is a generic label with no named specific AI application or function, failing Q1 and producing a score of 2 which maps to Symbolic under the rule that score 0 or 1 = Symbolic; however re-evaluating: score 2 = Transitional, but Q1 is NO (score 0), so total score is 0+1+1=2, yet without a named AI function the passage does not meet the Transitional threshold — per the critical reminder 'is there a NAMED specific AI application? If no, Symbolic,' the classification is Symbolic.",6cf96474,HelloFresh,2024,17,tier1,HelloFresh_2024.pdf,annual_report,claude-sonnet-4-6,"In 2024 we spent MEUR 179.5 (2023: MEUR 155.1) on technology, including salaries for our several hundred developers and data engineers. Of our technology expenditure, HelloFresh capitalized MEUR 47.7 (or 22.2% of total technology expenditure) for internally developed software in the year ended 31 De",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage references 'Global Artificial Intelligence' only as a broad capitalised development area within a financial expenditure disclosure, with no named specific AI application or function, and the financial metrics (MEUR 47.7, amortisation) relate to general technology capitalisation rather than to any measurable AI outcome.",3709fba5,HelloFresh,2024,17,tier1,HelloFresh_2024.pdf,annual_report,claude-sonnet-4-6,"Of our technology expenditure, HelloFresh capitalized MEUR 47.7 (or 22.2% of total technology expenditure) for internally developed software in the year ended 31 December 2024 (2023: MEUR 42.8, or 27.6%). The increase in capitalised technology expenditure in 2024 as compared to 2023 is a result of a",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage references 'Global Artificial Intelligence' only as a broad investment category without naming any specific AI application, tool, or function, and the financial figures (MEUR 33.1 amortization) relate to overall capitalised technology expenditure rather than to a measurable AI-specific outcome.",e17b489c,HelloFresh,2024,17,tier1,HelloFresh_2024.pdf,annual_report,claude-sonnet-4-6,"The increase in capitalised technology expenditure in 2024 as compared to 2023 is a result of an intensified development into the use of Global Artificial Intelligence, Improvements of supply chain and delivery satisfaction, as well as investments into our customer loyalty journey. Amortization tota",no,,
NO,0,YES,1,CURRENT,1,2,Symbolic,"Although specific financial metrics are provided for overall technology expenditure, Generative AI is mentioned only in passing within a list of broader technology initiatives without naming a specific AI application or function, failing Q1 and yielding a score of 2 which — given Q1=0 — reflects no named AI application and defaults to Symbolic per the critical reminder that a named specific AI application is required for Transitional.",67e1885c,HelloFresh,2025,19,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In 2025 we spent MEUR 199.1, or 2.9% in percentage of revenue (2024: MEUR 179.5, or 2.3% as percentage of revenue) on technology, which includes salaries for our developers and data engineers. In 2025, HelloFresh Group capitalized MEUR 47.4 (or 23.8% of total technology expenditure) of technology co",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Although financial figures for technology capitalisation are present, Generative AI is mentioned only in passing alongside unrelated topics (supply chain, loyalty) with no named specific AI application or measurable outcome directly linked to AI, satisfying automatic Symbolic criterion (h) and yielding a score of 1.",562619f8,HelloFresh,2025,19,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In 2025, HelloFresh Group capitalized MEUR 47.4 (or 23.8% of total technology expenditure) of technology costs focused on strategic technology initiatives in customer engagement, supply chain optimization, and operational foundations (2024: MEUR 47.7, or 22.2%). This amount remains stable, even as w",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Generative AI is mentioned only generically as a scaled development area alongside supply chain and loyalty investments, with no named specific AI application or function, and the financial figures (amortizations) relate to overall development costs rather than any measurable AI outcome.",066f30fa,HelloFresh,2025,19,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"This amount remains stable, even as we have scaled our development into the use of Generative Artificial Intelligence, improvements of supply chain and delivery satisfaction, as well as investments into our customer loyalty journey. In 2025, HelloFresh Group accounted amortizations for MEUR 38.6 (20",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although Generative AI is mentioned as being deployed into 'various workstreams,' this does not name a specific AI application or function (e.g., a named tool, system, or concrete use case), and no measurable outcomes are provided, resulting in a score of 1 which falls within the Symbolic threshold.",d94cf109,HelloFresh,2025,47,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"HelloFresh is well positioned to take advantage from structural shift in consumer behavior: rising demands towards healthy and high-quality food consumption, personalized nutrition options, as well as the transition towards more sustainable food choices. By leveraging our established competitive adv",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although Generative AI is mentioned, it is not linked to any specific named application or workstream (e.g., 'deploying Generative AI into various workstreams' is generic), and no measurable outcomes are provided, resulting in a score of 1 which falls within the Symbolic range.",acd46d1c,HelloFresh,2025,47,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"By leveraging our established competitive advantages (See SECTION 1.1.2), HelloFresh sees a number of concrete high likelihood, high impact long term growth opportunities: Strategic rationalization: profitability as an asset In 2025, we more forcefully transitioned to an ""efficiency reset"" phase by ",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Although Generative AI is mentioned in the context of deployment, it is not linked to any named specific application or workstream — 'various workstreams' is too vague to satisfy Q1 — and no quantified metrics are provided, resulting in a score of 1 which falls within the Symbolic range.",7973cdd7,HelloFresh,2025,47,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"We do so by rationalizing our production footprint, increasing labor productivity and addressing overhead personnel inefficiencies, as well as by implementing additional initiatives, especially stemming from our efforts of deploying Generative AI into various workstreams. We are structurally lowerin",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only macroeconomic commentary referencing AI as a broad structural investment trend in the wider economy, with no named AI application, no measurable outcome, and no deployment evidence — triggering automatic Symbolic under Step 2 criterion (d).",3205ae2a,HelloFresh,2025,48,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In the United Kingdom, GDP growth is projected at approximately 1.4%–1.6% in 2026, reflecting easing inflation and improving real income dynamics, partly offset by weak productivity growth2,3. In Australia, economic growth is expected to remain moderate at approximately 2.0%–2.3% in 2026, supported ",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Automatic Symbolic applies under criterion (d): the passage contains only macroeconomic commentary about AI investment and productivity growth in the broader economy, with no named AI application, no deployment evidence, and no measurable outcomes linked to the reporting firm.",661c865e,HelloFresh,2025,48,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In Australia, economic growth is expected to remain moderate at approximately 2.0%–2.3% in 2026, supported by population growth and domestic demand, while constrained by high household indebtedness and exposure to global trade developments2,3. A key structural factor influencing the macroeconomic en",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Automatic Symbolic applies under category (d): the passage is purely macroeconomic commentary about AI investment trends in the broader economy, with no named AI application, no deployment evidence, and no measurable outcomes linked to the reporting firm.",e50cfb83,HelloFresh,2025,48,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"A key structural factor influencing the macroeconomic environment is the increasing scale of investment related to artificial intelligence. AI-related capital expenditure is expected to remain an important driver of business investment and productivity growth, particularly in the United States1,2. H",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The passage references a global employee program aimed at building confidence in AI, which falls under automatic Symbolic category (a) as board/employee training on AI as a governance/capability topic, with no named specific AI application or measurable outcome.",bd458171,HelloFresh,2025,134,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"For example, by introducing the ""Nutri-score"" in the German market and expanding our ""High in Protein"" and ""Veggie-Packed"" recipes across all International markets, we help our customers to make healthier choices that fit their lifestyles. Empowering our Workforce Finally, our team's creativity and ",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Automatic Symbolic applies under category (a) — the passage describes a global employee training and upskilling programme on AI as a governance/capability topic, with no named specific AI application or measurable outcome.",a4e67939,HelloFresh,2025,134,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Empowering our Workforce Finally, our team's creativity and skill are the foundation of our performance. To further enhance their capabilities, we initiated a global program in 2025, aimed at increasing employee confidence in leveraging new technologies, particularly Artificial Intelligence. By prov",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"The passage describes a global employee upskilling program involving AI training and workshops, which triggers the automatic Symbolic category under Step 2(a) — board or employee training on AI as a governance topic — with no named operational AI application or measurable outcome present.",6cf04043,HelloFresh,2025,134,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"To further enhance their capabilities, we initiated a global program in 2025, aimed at increasing employee confidence in leveraging new technologies, particularly Artificial Intelligence. By providing clear learning pathways and hands-on workshops, we are ensuring our workforce is ready for the chal",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"GenAI Literacy is referenced only as a governance and training priority arising from employee engagement, with no named operational AI application deployed in a specific business function, triggering automatic Symbolic under criterion (a) — board or employee training on AI as a governance topic.",3ba71c22,HelloFresh,2025,144,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,Interests and Views of Stakeholders Our stakeholder engagement strategy is designed to foster open dialogue and collaboration with a variety of actors to incorporate a diversity of perspectives into our business model and strategy. Our engagements highlighted several key themes and led to specific a,no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"Automatic Symbolic applies under category (a) as the passage describes employee training and literacy on GenAI as a governance/engagement topic, with no named operational AI application deployed in a specific business function.",e519f918,HelloFresh,2025,144,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Our engagements highlighted several key themes and led to specific actions in 2025. Employee engagement emphasized the importance of training and equitable career development, which led to a strategic prioritization of Change Management and Generative AI (GenAI) Literacy. Annual Report 2025 144 Hell",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"GenAI Literacy is referenced only as a training and workforce development priority, falling under the automatic Symbolic category of board/employee training on AI as a governance topic, with no named operational AI application or measurable outcome.",6f86a176,HelloFresh,2025,144,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Employee engagement emphasized the importance of training and equitable career development, which led to a strategic prioritization of Change Management and Generative AI (GenAI) Literacy. Annual Report 2025 144 HelloFresh Group",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific initiative — a Global AI Strategy focused on upskilling employees on AI fundamentals — that was launched and is current, matching the calibration example 'we launched a Global AI Strategy initiative focusing on upskilling employees on AI fundamentals' (Score 2, Transitional), but no quantified outcome is provided to elevate it to Substantive.",fcea5d1e,HelloFresh,2025,186,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"The program aims to promote knowledge and skills sharing, provide opportunities for senior employees to develop leadership skills, create spaces for role models from traditionally unrepresented groups, and enable productive relationships through a proactive learning culture. The program was conducte",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific deployed initiative ('Global AI Strategy' / 'GenAI Literacy' upskilling programme, launched in 2025 and conducted twice) qualifying as a named current application, but no quantified outcomes or metrics are provided, yielding a score of 2 and a Transitional classification — consistent with the calibration example 'we launched a Global AI Strategy initiative focusing on upskilling employees on AI fundamentals.'",12c879ad,HelloFresh,2025,186,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"The program was conducted twice in 2025. GenAI Literacy In 2025, we launched a Global AI Strategy initiative that focuses on upskilling our salaried employees across functions on the fundamentals of Artificial Intelligence (AI). The objective is to cultivate an AI-literate organization capable of id",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific deployed initiative (Global AI Strategy / GenAI initiative with a Group-wide GenAI Self-Assessment and Proficiency Framework) currently launched in 2025, matching the calibration example 'we launched a Global AI Strategy initiative focusing on upskilling employees on AI fundamentals,' but no quantified metrics or measurable outcomes are provided, yielding a score of 2.",5a9561f1,HelloFresh,2025,186,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"GenAI Literacy In 2025, we launched a Global AI Strategy initiative that focuses on upskilling our salaried employees across functions on the fundamentals of Artificial Intelligence (AI). The objective is to cultivate an AI-literate organization capable of identifying and implementing AI-driven effi",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,Automatic Symbolic applies under category (b) as the passage describes only a governance policy framework for responsible AI use with no named operational AI application or measurable outcome.,ae3d84a1,HelloFresh,2025,202,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,The HelloFresh General Counsel has accountability for governance and implementation of the policy. Due regard was given to the protection of our customers' and employee data in the development of each of the aforementioned policies. Generative Artificial Intelligence Policy Our Generative Artificial,no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under category (b) as the passage describes only a governance and compliance policy for AI use — specifically a Generative AI Policy establishing principles, data security rules, and licensing requirements — with no named operational AI application or measurable outcome.",a7f1b1cd,HelloFresh,2025,202,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Due regard was given to the protection of our customers' and employee data in the development of each of the aforementioned policies. Generative Artificial Intelligence Policy Our Generative Artificial Intelligence Policy establishes the HelloFresh Group's principles for responsible use of AI, balan",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under category (b) as the passage describes only a governance and compliance policy framework for AI use — covering data security rules, human oversight mandates, and access controls — with no named operational AI application or measurable outcome.",822e2e46,HelloFresh,2025,202,tier_1_and_2,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Generative Artificial Intelligence Policy Our Generative Artificial Intelligence Policy establishes the HelloFresh Group's principles for responsible use of AI, balancing innovation with compliance and security. Specifically on data security, the policy prohibits the upload of sensitive, personal, o",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Generative AI is mentioned only as a compliance policy topic alongside other regulatory subjects (anti-corruption, competition law), with no named AI application or operational deployment described — this falls under Automatic Symbolic category (b) as a regulatory/governance framework reference.",ad80efa9,HelloFresh,2025,210,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"Employees in functions-at-risk of corruption and bribery are required to complete dedicated comprehensive training pathways as part of their annual compliance training, including modules on anti-corruption and ethical trading. By the end of 2025, a total of 6,473 employees successfully completed the",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under category (b) and (a): Generative AI is referenced solely as a compliance policy topic within a governance and employee training context, with no named operational AI application described.",4359eef7,HelloFresh,2025,210,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"By the end of 2025, a total of 6,473 employees successfully completed the basic compliance training. In addition to our Code of Ethics, we have implemented further Group-wide compliance policies specifying our standards and expectations regarding ethical trading, anti-corruption and bribery, competi",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under category (b) as the passage describes a compliance policy framework referencing Generative AI as a governance and regulatory topic, with no named operational AI application or measurable outcome.",3db08ef0,HelloFresh,2025,210,tier1,HelloFresh_2025.pdf,annual_report,claude-sonnet-4-6,"In addition to our Code of Ethics, we have implemented further Group-wide compliance policies specifying our standards and expectations regarding ethical trading, anti-corruption and bribery, competition laws, capital market compliance, information security, and Generative Artificial Intelligence. U",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific AI application — 'artificial intelligence driven customer service automation' — and indicates current or active experimentation, but provides no quantified metrics or measurable outcomes linked to this application.",eecd544c,Moonpig,2021,9,tier1,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,The already market-leading cut-off times so that customers can re-platforming has supported a faster and more reliable site now order as late as 10pm in the Netherlands and 9pm in and enabled an acceleration in the collection and use of data the UK for same day dispatch. We introduced enhanced such ,no,,
NO,0,YES,1,MIXED,1,2,Symbolic,"Although a metric (50 million reminders) and current/mixed tense are present, the AI reference — 'experimenting with artificial intelligence driven customer service automation' — names no specific AI application or tool, only a generic function, and the metric is linked to calendar reminders rather than to any named AI application; score of 2 is overridden to Symbolic because Q1 is not met and the metric does not attach to the AI claim.",f521f85f,Moonpig,2021,9,tier1,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,"We introduced enhanced such as reminders to personalise the customer experience. order-tracking features across our entire gifting range and are experimenting with artificial intelligence driven customer Calendar reminders remain a key tool for customer retention, service automation, to give custome",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The passage references 'data-driven personalisation' and reminders with suggestions, but no specific named AI tool or system is identified, and the figures mentioned (27,000 card designs, 37% app penetration) are not linked to any AI application, resulting in a score of 1 and a Symbolic classification.",7716ed93,Moonpig,2021,19,tier_1_and_2,Moonpig_2021.pdf,annual_report,claude-sonnet-4-6,"Moonpig Group plc | Annual Report and Accounts 2021 17 Strategic report Corporate governance Financial statements Strategy continued Leading the shift to online Moonpig Group Offline Product range 27,000 card designs sourced through Limited Global Designer Platform Relevance and topicality Speed to ",no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The phrase 'Artificial Intelligence-driven Customer' is fragmentary and incomplete, naming no specific AI application or function, and the passage as a whole contains only vague aspirational and programme-level language without a named AI tool or measurable outcome.",de67af63,Moonpig,2022,26,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,• Enhancements to reminders programme. new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- net,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"Although 'Artificial Intelligence-driven Customer Relationship Management' names a specific AI application, the passage is fragmented and forward-looking with no evidence of current deployment and no measurable outcomes, yielding a score of 1 which falls within the Symbolic range.",83e67ce8,Moonpig,2022,26,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management.,no,,
YES,1,NO,0,MIXED,1,2,Transitional,"Despite fragmentation, the passage contains identifiable named AI applications — 'Artificial Intelligence-driven Customer Relationship Management' and 'personalised gift recommendations' — deployed in a mixed current/ongoing context, but no quantified metrics are provided, yielding a Transitional classification.",0b9eb23a,Moonpig,2022,26,tier_1_and_2,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management. experience and p,no,,
NO,0,NO,0,MIXED,1,1,Symbolic,"The phrase 'Artificial Intelligence-driven Customer' is fragmentary and incomplete, naming no specific AI application or function, and the passage as a whole contains only vague aspirational programme language without any named AI tool or measurable outcome.",53094862,Moonpig,2022,27,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,• Enhancements to reminders programme. new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- net,no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"Although 'Artificial Intelligence-driven Customer Relationship Management' names a function, the passage is heavily fragmented, the AI reference appears in a forward-looking bullet list with no evidence of current deployment and no measurable outcomes, yielding a score of 1 which falls within the Symbolic range.",2dcc1847,Moonpig,2022,27,tier1,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,new categories. proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management.,no,,
YES,1,NO,0,MIXED,1,2,Transitional,"Despite fragmentation, the passage contains identifiable named AI applications — 'Artificial Intelligence-driven Customer Relationship Management' and 'personalised gift recommendations' — deployed in a mixed current/ongoing context, but no quantified metrics are provided.",f277b67d,Moonpig,2022,27,tier_1_and_2,Moonpig_2022.pdf,annual_report,claude-sonnet-4-6,proportion of our technology resource will be focused • Improving the recipient experience to accelerate • Artificial Intelligence-driven Customer • Ongoing programme of improvements in user on the development of consumer-facing and revenue- network effects. Relationship Management. experience and p,no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Automatic Symbolic applies under category (c) and (d): AI is referenced solely as an emerging risk disclosure about technological change, with no named AI application, no deployment evidence, and no measurable outcomes.",d69779b9,Moonpig,2024,64,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Moonpig Group plc | Annual Report and Accounts 2024 Emerging risks Emerging risks are new or changing risks, for which likelihood and impact are uncertain or unknown, which we believe are not immediate but which may represent a significant future threat. Horizon scanning for emerging risks is perfor",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"Automatic Symbolic applies under category (c) and (d): the passage is a risk disclosure treating AI as a potential industry threat and macroeconomic commentary, with no named AI application, no deployment evidence, and no measurable outcomes.",f791fbb6,Moonpig,2024,64,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Horizon scanning for emerging risks is performed as an integral part of the risk management process, with input from risk owners across the business, with review by the Executive Committee and approval by the Board, taking account of advice from the Audit Committee. Examples of emerging risks that w",no,,
NO,0,NO,0,ASPIRATIONAL,0,0,Symbolic,"The passage contains only a generic risk disclosure about AI as an industry threat and source of opportunity with no named AI application, no measurable outcomes, and no evidence of current deployment, triggering automatic Symbolic classification under Step 2 criterion (c).",163c7424,Moonpig,2024,64,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"Examples of emerging risks that we continue to monitor include: • The pace of technological change with regards to Artificial Intelligence. Our current assessment it that this presents significant opportunities, however we remain vigilant with respect to future developments that might impact either ",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Artificial intelligence is mentioned only in passing at the end of a fragmented list of organisational themes with no named AI application, tool, or system identified, satisfying the automatic Symbolic criterion (h) and yielding a score of 1.",b8273568,Moonpig,2024,79,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"For FY24, specific examples of alignment with values include: Be Brave is reflected in Raise the Bar is apparent Keep It Simple is reflected Think Team can be the delivery of significant both in the ambitious pace in organisation structure seen in the way all projects including the of operational de",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Although the passage is partially fragmented and mentions 'artificial intelligence,' it names no specific AI application or function — only a generic reference to 'the use of artificial intelligence' alongside unrelated business topics — resulting in a score of 1 and a Symbolic classification.",e7629a8e,Moonpig,2024,79,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"collaboration across to product, operations, testing our prototype Moonpig and Greetz. technology, customer Moonpig for Work solution experience and the use for SME business-to- of artificial intelligence. employee greeting cards and gifting and the rapid growth of Moonpig in Australia and the Unite",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"AI is mentioned only in passing alongside unrelated topics (SME gifting, geographic expansion, survey scope) with no named AI application or function identified, satisfying automatic Symbolic criterion (h) and yielding a score of 1.",3256828f,Moonpig,2024,79,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"technology, customer Moonpig for Work solution experience and the use for SME business-to- of artificial intelligence. employee greeting cards and gifting and the rapid growth of Moonpig in Australia and the United States of America. 1 F or FY23 these surveys operated across Moonpig and Greetz; for ",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under Step 2(a): the passage exclusively describes Board training on artificial intelligence as a governance/compliance activity, with no named AI application or operational deployment.",1708185b,Moonpig,2024,83,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"It oversees the Group’s risk • On an annual basis all Directors complete online compliance training modules and management processes and internal receive an update from the Group’s legal advisers. During the year, the Board received control environment. training on artificial intelligence.",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applied under Step 2(a): the passage exclusively describes Board training on artificial intelligence as a governance topic, with no named AI application or operational deployment.",9bbc7db7,Moonpig,2024,83,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"During the year, the Board received control environment. training on artificial intelligence. No additional training needs were identified during the Board’s annual evaluation.",no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under Step 2(a) as the passage exclusively references board-level training on AI as a governance topic, with no named AI application or operational deployment described.",d189862b,Moonpig,2024,83,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,training on artificial intelligence. No additional training needs were identified during the Board’s annual evaluation. • Received regular corporate governance updates and an update on culture and values.,no,,
NO,0,NO,0,CURRENT,1,1,Symbolic,"Automatic Symbolic applies under Step 2(a): the passage exclusively describes Board training on artificial intelligence as a governance topic, with no named AI application, system, or operational deployment referenced.",661574a2,Moonpig,2024,103,tier1,Moonpig_2024.pdf,annual_report,claude-sonnet-4-6,"All Directors are required to complete our annual compliance training modules covering a range of subjects including anti-bribery and anti-corruption, anti-money laundering, data protection and anti-modern slavery. Additional training is available on request, where appropriate, so that Directors can",no,,
